PhotonEnergy[keV],1s1/2,2s1/2,2p1/2,2p3/2,3s1/2,3p1/2,3p3/2,3d3/2,3d5/2,4s1/2,4p1/2,4p3/2,4d3/2,4d5/2,4f5/2,4f7/2,5s1/2,5p1/2,5p3/2,6s1/2
1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.55E+04,4.04E+04,9.16E+04,1.15E+05,1.69E+05,1.98E+04,2.53E+04,6.87E+03,6.27E+03,1.33E+04,6.08E+02
1.0845,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.15E+04,3.64E+04,8.12E+04,9.90E+04,1.44E+05,1.51E+04,1.94E+04,6.03E+03,5.56E+03,1.17E+04,5.30E+02
1.0932,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.17E+05,3.11E+04,3.60E+04,8.02E+04,9.75E+04,1.42E+05,1.47E+04,1.88E+04,5.95E+03,5.50E+03,1.15E+04,5.22E+02
1.1118,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.09E+06,3.04E+04,3.52E+04,7.82E+04,9.43E+04,1.37E+05,1.39E+04,1.78E+04,5.79E+03,5.36E+03,1.12E+04,5.08E+02
1.1207,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.27E+05,1.13E+06,3.00E+04,3.48E+04,7.72E+04,9.29E+04,1.35E+05,1.35E+04,1.73E+04,5.71E+03,5.30E+03,1.10E+04,5.01E+02
1.4063,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.38E+05,6.33E+05,2.12E+04,2.52E+04,5.37E+04,5.79E+04,8.35E+04,6.21E+03,7.92E+03,3.92E+03,3.72E+03,7.53E+03,3.39E+02
1.4176,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.03E+05,4.29E+05,6.21E+05,2.09E+04,2.49E+04,5.30E+04,5.69E+04,8.20E+04,6.04E+03,7.70E+03,3.86E+03,3.67E+03,7.43E+03,3.34E+02
1.5,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.87E+05,3.73E+05,5.38E+05,1.91E+04,2.28E+04,4.82E+04,5.02E+04,7.22E+04,4.95E+03,6.31E+03,3.51E+03,3.35E+03,6.73E+03,3.02E+02
1.5307,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.83E+05,3.54E+05,5.11E+05,1.85E+04,2.21E+04,4.66E+04,4.79E+04,6.89E+04,4.60E+03,5.87E+03,3.39E+03,3.24E+03,6.49E+03,2.92E+02
1.543,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.70E+04,1.81E+05,3.47E+05,5.01E+05,1.82E+04,2.18E+04,4.59E+04,4.71E+04,6.76E+04,4.48E+03,5.70E+03,3.35E+03,3.20E+03,6.40E+03,2.88E+02
1.6989,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.94E+04,1.58E+05,2.73E+05,3.93E+05,1.56E+04,1.87E+04,3.88E+04,3.77E+04,5.39E+04,3.17E+03,4.03E+03,2.84E+03,2.72E+03,5.38E+03,2.42E+02
1.7125,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.72E+04,6.88E+04,1.56E+05,2.68E+05,3.85E+05,1.54E+04,1.85E+04,3.83E+04,3.70E+04,5.29E+04,3.08E+03,3.92E+03,2.80E+03,2.68E+03,5.30E+03,2.39E+02
2,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.91E+04,5.60E+04,1.22E+05,1.78E+05,2.53E+05,1.19E+04,1.43E+04,2.89E+04,2.54E+04,3.61E+04,1.74E+03,2.21E+03,2.13E+03,2.05E+03,3.97E+03,1.81E+02
3,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.14E+04,2.99E+04,5.97E+04,5.55E+04,7.80E+04,5.85E+03,6.84E+03,1.31E+04,8.75E+03,1.23E+04,3.69E+02,4.66E+02,1.03E+03,9.62E+02,1.78E+03,8.84E+01
4,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.33E+04,1.75E+04,3.33E+04,2.29E+04,3.19E+04,3.46E+03,3.86E+03,7.16E+03,3.85E+03,5.34E+03,1.16E+02,1.44E+02,6.01E+02,5.39E+02,9.68E+02,5.17E+01
5,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.97E+03,1.11E+04,2.05E+04,1.12E+04,1.54E+04,2.27E+03,2.41E+03,4.36E+03,1.96E+03,2.70E+03,4.57E+01,5.68E+01,3.93E+02,3.36E+02,5.88E+02,3.38E+01
6,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.43E+03,7.49E+03,1.34E+04,6.11E+03,8.38E+03,1.60E+03,1.62E+03,2.86E+03,1.11E+03,1.51E+03,2.10E+01,2.60E+01,2.76E+02,2.24E+02,3.85E+02,2.38E+01
6.701,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.22E+03,5.84E+03,1.03E+04,4.21E+03,5.74E+03,1.29E+03,1.26E+03,2.19E+03,7.76E+02,1.05E+03,1.30E+01,1.61E+01,2.22E+02,1.74E+02,2.96E+02,1.91E+01
6.7546,0.00E+00,0.00E+00,0.00E+00,6.77E+04,5.15E+03,5.73E+03,1.01E+04,4.09E+03,5.58E+03,1.27E+03,1.24E+03,2.15E+03,7.56E+02,1.03E+03,1.26E+01,1.55E+01,2.18E+02,1.71E+02,2.90E+02,1.88E+01
7.3112,0.00E+00,0.00E+00,0.00E+00,5.54E+04,4.43E+03,4.77E+03,8.35E+03,3.12E+03,4.24E+03,1.09E+03,1.03E+03,1.78E+03,5.83E+02,7.89E+02,8.86E+00,1.09E+01,1.86E+02,1.42E+02,2.39E+02,1.61E+01
7.3698,0.00E+00,0.00E+00,3.11E+04,5.42E+04,4.36E+03,4.69E+03,8.18E+03,3.03E+03,4.12E+03,1.07E+03,1.01E+03,1.74E+03,5.67E+02,7.68E+02,8.55E+00,1.06E+01,1.84E+02,1.40E+02,2.35E+02,1.58E+01
7.6958,0.00E+00,0.00E+00,2.84E+04,4.85E+04,4.01E+03,4.23E+03,7.35E+03,2.61E+03,3.54E+03,9.83E+02,9.12E+02,1.56E+03,4.91E+02,6.64E+02,7.06E+00,8.70E+00,1.68E+02,1.26E+02,2.11E+02,1.45E+01
7.7574,0.00E+00,1.58E+04,2.77E+04,4.75E+04,3.95E+03,4.16E+03,7.21E+03,2.54E+03,3.44E+03,9.68E+02,8.94E+02,1.53E+03,4.78E+02,6.46E+02,6.81E+00,8.39E+00,1.66E+02,1.24E+02,2.07E+02,1.43E+01
8,0.00E+00,1.51E+04,2.55E+04,4.39E+04,3.72E+03,3.86E+03,6.67E+03,2.28E+03,3.09E+03,9.10E+02,8.31E+02,1.42E+03,4.32E+02,5.82E+02,5.94E+00,7.31E+00,1.56E+02,1.15E+02,1.92E+02,1.34E+01
10,0.00E+00,1.03E+04,1.44E+04,2.34E+04,2.39E+03,2.24E+03,3.77E+03,1.04E+03,1.39E+03,5.79E+02,4.83E+02,8.05E+02,2.01E+02,2.69E+02,2.17E+00,2.66E+00,9.88E+01,6.69E+01,1.09E+02,8.52E+00
15,0.00E+00,4.72E+03,4.60E+03,7.14E+03,1.04E+03,7.87E+02,1.26E+03,2.34E+02,3.07E+02,2.47E+02,1.70E+02,2.70E+02,4.74E+01,6.19E+01,3.36E-01,4.08E-01,4.21E+01,2.39E+01,3.65E+01,3.63E+00
20,0.00E+00,2.61E+03,1.98E+03,2.97E+03,5.58E+02,3.58E+02,5.51E+02,7.85E+01,1.01E+02,1.32E+02,7.81E+01,1.19E+02,1.63E+01,2.09E+01,8.65E-02,1.04E-01,2.24E+01,1.09E+01,1.62E+01,1.93E+00
30,0.00E+00,1.07E+03,5.83E+02,8.27E+02,2.23E+02,1.12E+02,1.63E+02,1.61E+01,2.02E+01,5.26E+01,2.47E+01,3.57E+01,3.42E+00,4.28E+00,1.22E-02,1.44E-02,8.97E+00,3.46E+00,4.84E+00,7.69E-01
40,0.00E+00,5.47E+02,2.39E+02,3.25E+02,1.13E+02,4.76E+01,6.65E+01,5.10E+00,6.28E+00,2.66E+01,1.05E+01,1.47E+01,1.10E+00,1.35E+00,2.98E-03,3.48E-03,4.54E+00,1.48E+00,1.99E+00,3.89E-01
46.836,0.00E+00,3.74E+02,1.45E+02,1.93E+02,7.72E+01,2.95E+01,4.02E+01,2.70E+00,3.28E+00,1.82E+01,6.55E+00,8.89E+00,5.86E-01,7.09E-01,1.37E-03,1.59E-03,3.10E+00,9.21E-01,1.21E+00,2.66E-01
47.211,4.11E+03,3.67E+02,1.42E+02,1.88E+02,7.58E+01,2.88E+01,3.92E+01,2.62E+00,3.18E+00,1.78E+01,6.39E+00,8.67E+00,5.68E-01,6.87E-01,1.32E-03,1.53E-03,3.04E+00,8.99E-01,1.18E+00,2.60E-01
50,3.54E+03,3.19E+02,1.18E+02,1.56E+02,6.58E+01,2.42E+01,3.26E+01,2.07E+00,2.51E+00,1.55E+01,5.37E+00,7.21E+00,4.51E-01,5.43E-01,9.96E-04,1.15E-03,2.64E+00,7.55E-01,9.79E-01,2.26E-01
60,2.21E+03,2.03E+02,6.61E+01,8.46E+01,4.18E+01,1.38E+01,1.80E+01,9.92E-01,1.18E+00,9.84E+00,3.07E+00,4.00E+00,2.17E-01,2.57E-01,4.07E-04,4.67E-04,1.68E+00,4.32E-01,5.44E-01,1.44E-01
80,1.03E+03,9.76E+01,2.63E+01,3.21E+01,2.01E+01,5.61E+00,7.00E+00,3.09E-01,3.58E-01,4.73E+00,1.26E+00,1.56E+00,6.83E-02,7.84E-02,1.00E-04,1.13E-04,8.07E-01,1.77E-01,2.12E-01,6.92E-02
100,5.59E+02,5.46E+01,1.29E+01,1.51E+01,1.13E+01,2.78E+00,3.34E+00,1.26E-01,1.43E-01,2.65E+00,6.24E-01,7.46E-01,2.79E-02,3.14E-02,3.39E-05,3.79E-05,4.52E-01,8.79E-02,1.01E-01,3.87E-02
150,1.82E+02,1.86E+01,3.52E+00,3.84E+00,3.84E+00,7.77E-01,8.67E-01,2.51E-02,2.76E-02,9.05E-01,1.75E-01,1.94E-01,5.62E-03,6.12E-03,5.01E-06,5.49E-06,1.54E-01,2.47E-02,2.65E-02,1.32E-02
200,8.14E+01,8.56E+00,1.43E+00,1.48E+00,1.78E+00,3.18E-01,3.37E-01,8.27E-03,8.94E-03,4.19E-01,7.21E-02,7.57E-02,1.86E-03,1.99E-03,1.36E-06,1.48E-06,7.14E-02,1.02E-02,1.03E-02,6.12E-03
300,2.68E+01,2.90E+00,4.16E-01,4.04E-01,6.05E-01,9.39E-02,9.32E-02,1.84E-03,1.98E-03,1.43E-01,2.13E-02,2.10E-02,4.14E-04,4.43E-04,2.36E-07,2.61E-07,2.43E-02,3.00E-03,2.86E-03,2.09E-03
400,1.25E+01,1.38E+00,1.81E-01,1.70E-01,2.88E-01,4.10E-02,3.93E-02,6.71E-04,7.33E-04,6.79E-02,9.33E-03,8.87E-03,1.51E-04,1.65E-04,7.35E-08,8.39E-08,1.16E-02,1.31E-03,1.21E-03,9.94E-04
500,7.14E+00,7.93E-01,9.78E-02,9.02E-02,1.66E-01,2.23E-02,2.09E-02,3.21E-04,3.61E-04,3.90E-02,5.07E-03,4.72E-03,7.26E-05,8.09E-05,3.19E-08,3.79E-08,6.66E-03,7.14E-04,6.45E-04,5.72E-04
600,4.61E+00,5.13E-01,6.05E-02,5.53E-02,1.07E-01,1.38E-02,1.29E-02,1.80E-04,2.10E-04,2.53E-02,3.14E-03,2.91E-03,4.08E-05,4.70E-05,1.65E-08,2.04E-08,4.31E-03,4.43E-04,3.97E-04,3.71E-04
800,2.41E+00,2.69E-01,2.98E-02,2.71E-02,5.61E-02,6.82E-03,6.31E-03,7.82E-05,9.46E-05,1.32E-02,1.55E-03,1.43E-03,1.76E-05,2.15E-05,6.37E-09,8.57E-09,2.26E-03,2.19E-04,1.95E-04,1.95E-04
1000,1.51E+00,1.68E-01,1.79E-02,1.63E-02,3.52E-02,4.10E-03,3.80E-03,4.23E-05,5.51E-05,8.30E-03,9.33E-04,8.60E-04,9.55E-06,1.24E-05,3.20E-09,4.68E-09,1.41E-03,1.31E-04,1.18E-04,1.23E-04
1500,6.96E-01,7.75E-02,7.78E-03,7.16E-03,1.62E-02,1.78E-03,1.67E-03,1.66E-05,2.24E-05,3.82E-03,4.06E-04,3.78E-04,3.59E-06,5.16E-06,1.12E-09,1.88E-09,6.51E-04,5.72E-05,5.18E-05,5.76E-05
